rank,date,ticker,company_name,theme,alpha_score,confidence_score,decision_zone,suggested_action,residual_alpha_score,revenue_confirmation_score,sector_relative_score,institutional_flow_score,narrative_score,capex_context_score,risk_penalty,risk_severity,main_positive_drivers,main_negative_drivers,risk_flags,data_quality,notes,rebalance_date,fwd_return_1m
38,2020-06-30,3260.TWO,威剛 ADATA,memory_hbm,-1.31,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.094,0.0,0.0,-0.0,0.0,0.0,0.216,0,,,,2.5,,2020-06-30,0.08815740692655671
39,2020-06-30,3491.TWO,昇達科 Microelectronics Technology,leo_satellite,-1.322,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.421,-0.0,0.0,-0.0,0.0,0.0,1.743,6,residual alpha +0.42,valuation penalty -0.10,price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-06-30,-0.010815364497748337
40,2020-06-30,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.324,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.01,-0.0,0.0,0.0,0.0,0.0,0.314,0,CAPEX context +0.50,valuation penalty -0.08,,2.5,,2020-06-30,0.08561652776377349
41,2020-06-30,6274.TWO,台燿 Taiwan Union Tech,pcb_substrate,-1.356,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.125,0.0,-0.0,0.0,0.0,0.0,0.231,0,,valuation penalty -0.06,,2.5,,2020-06-30,-0.052264975708301464
42,2020-06-30,6282.TW,康舒 ACBEL Polytech,power_grid_energy,-1.492,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.838,-0.0,-0.0,-0.0,0.0,0.0,0.654,0,,,,2.5,,2020-06-30,0.14503798013907288
43,2020-06-30,1519.TW,華城 Hua Eng Wire,power_grid_energy,-1.525,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.185,-0.0,0.0,-0.0,0.0,0.0,0.34,0,,valuation penalty -0.09,,2.5,,2020-06-30,0.2377658012037629
44,2020-06-30,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-1.555,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.238,-0.0,0.0,-0.0,0.0,0.0,0.317,0,CAPEX context +0.50,valuation penalty -0.08,,2.5,,2020-06-30,0.5275220395867997
45,2020-06-30,6213.TW,聯茂 ITEQ,pcb_substrate,-1.751,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.515,0.0,-0.0,0.0,0.0,0.0,0.235,0,,valuation penalty -0.06,,2.5,,2020-06-30,-0.06030628562928364
46,2020-06-30,6196.TW,帆宣 Marketech International,facility_cleanroom,-1.786,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.321,-0.0,0.0,-0.0,0.0,0.0,1.465,6,CAPEX context +0.50,valuation penalty -0.03,overbought(high); price_up_revenue_down(high),2.5,,2020-06-30,0.41592820234220884
47,2020-06-30,6187.TWO,萬潤 Wan Run,semi_equipment,-1.835,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.449,0.0,-0.0,-0.0,0.0,0.0,0.386,0,CAPEX context +0.50,valuation penalty -0.10,,2.5,,2020-06-30,0.5404161807011574
48,2020-06-30,2408.TW,南亞科 Nanya Tech,memory_hbm,-1.836,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.122,0.0,0.0,-0.0,0.0,0.0,0.714,3,,valuation penalty -0.01,excessive_drawdown(high),2.5,,2020-06-30,0.018440933191665954
49,2020-06-30,4967.TW,十銓 Team Group,memory_hbm,-2.097,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.95,-0.0,-0.0,-0.0,0.0,0.0,0.147,0,,valuation penalty -0.04,,2.5,,2020-06-30,0.0904393958334484
50,2020-06-30,2368.TW,金像電 Gold Circuit Electronics,pcb_substrate,-2.182,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.86,0.0,-0.0,-0.0,0.0,0.0,0.321,0,,valuation penalty -0.09,,2.5,,2020-06-30,0.19940487840330934
51,2020-06-30,6669.TW,緯穎 Wiwynn,ai_server_assembly,-2.261,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.88,-0.0,-0.0,-0.0,0.0,0.0,0.381,0,,valuation penalty -0.10,,2.5,,2020-06-30,0.004940663033072834
52,2020-06-30,2351.TW,順德 SDI,gases_chemicals,-2.484,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.368,-0.0,-0.0,-0.0,0.0,0.0,2.116,9,,valuation penalty -0.02,excessive_drawdown(high); price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-06-30,-0.0162089475508006
53,2020-06-30,6271.TW,同欣電 Tong Hsing,inspection,-2.577,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.585,-0.0,0.0,-0.0,0.0,0.0,0.992,3,CAPEX context +0.50,valuation penalty -0.08,price_up_revenue_down(high),2.5,,2020-06-30,0.020486069383974126
54,2020-06-30,6139.TW,亞翔工程 Acter,facility_cleanroom,-2.773,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.918,-0.0,0.0,-0.0,0.0,0.0,1.855,6,CAPEX context +0.50,,price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-06-30,0.20994480619752287
55,2020-06-30,2492.TW,華新科 Walsin Technology,passive_components,-2.897,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-2.169,0.0,-0.0,-0.0,0.0,0.0,0.728,3,,,excessive_drawdown(high),2.5,,2020-06-30,-0.019553298910738315
56,2020-06-30,3081.TWO,聯亞 LandMark Optoelectronics,optical_communication,-2.942,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.817,0.0,0.0,-0.0,0.0,0.0,1.125,2,,valuation penalty -0.18,valuation_extreme(medium),2.5,,2020-06-30,-0.09169542571171063
57,2020-06-30,3583.TW,辛耘 Sun Tech,semi_equipment,-3.185,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.839,-0.0,-0.0,-0.0,0.0,0.0,2.346,9,CAPEX context +0.50,,excessive_drawdown(high); price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-06-30,0.24705882887591168
58,2020-06-30,2344.TW,華邦電 Winbond,memory_hbm,-3.806,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-2.182,0.0,-0.0,-0.0,0.0,0.0,1.625,6,,valuation penalty -0.07,excessive_drawdown(high); valuation_extreme(high),2.5,,2020-06-30,-0.011505715450205956
59,2020-06-30,8996.TW,高力 KAORI,thermal,-4.926,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-3.106,0.0,-0.0,-0.0,0.0,0.0,1.819,6,,valuation penalty -0.13,excessive_drawdown(high); price_up_revenue_down(high),2.5,,2020-06-30,0.07320592718065533
1,2020-07-31,2376.TW,技嘉 GIGABYTE,ai_server_assembly,4.141,2.5,Watchlist,Track — needs further confirmation.,4.869,-0.0,0.0,-0.0,0.0,0.0,0.728,3,residual alpha +4.87,valuation penalty -0.01,overbought(high),2.5,,2020-07-31,0.010714285714285676
2,2020-07-31,2421.TW,建準 Sunon,thermal,2.197,2.5,Watchlist,Track — needs further confirmation.,2.256,0.0,-0.0,-0.0,0.0,0.0,0.058,0,residual alpha +2.26,,,2.5,,2020-07-31,0.1356239680445419
3,2020-07-31,2377.TW,微星 MSI,ai_server_assembly,2.168,2.5,Watchlist,Track — needs further confirmation.,2.857,0.0,0.0,0.0,0.0,0.0,0.689,3,residual alpha +2.86,,overbought(high),2.5,,2020-07-31,0.06843116336249455
4,2020-07-31,5347.TWO,世界先進 Vanguard,indirect,1.951,2.5,Neutral,No urgency.,3.044,0.0,0.0,0.0,0.0,0.0,1.093,3,residual alpha +3.04,valuation penalty -0.11,overbought(high),2.5,,2020-07-31,-0.017856982549685374
5,2020-07-31,2308.TW,台達電 Delta Electronics,power_grid_energy,1.926,2.5,Avoid Chasing,Overbought / valuation stretched without revenue confirmation.,3.606,-0.0,0.0,0.0,0.0,0.0,1.68,6,residual alpha +3.61,valuation penalty -0.09,overbought(high); price_up_revenue_down(high),2.5,,2020-07-31,-0.05500001739312077
6,2020-07-31,6187.TWO,萬潤 Wan Run,semi_equipment,1.922,2.5,Avoid Chasing,Overbought / valuation stretched without revenue confirmation.,3.561,0.0,0.0,-0.0,0.0,0.0,1.639,5,CAPEX context +0.50; residual alpha +3.56,valuation penalty -0.14,overbought(high); valuation_extreme(medium),2.5,,2020-07-31,0.09090906557785772
7,2020-07-31,2382.TW,廣達 Quanta,ai_server_assembly,1.829,2.5,Neutral,No urgency.,1.882,0.0,0.0,0.0,0.0,0.0,0.054,0,residual alpha +1.88,,,2.5,,2020-07-31,-0.014084435369642323
8,2020-07-31,3131.TWO,弘塑 Grand Process Technology,semi_equipment,1.679,2.5,Neutral,No urgency.,2.832,-0.0,0.0,-0.0,0.0,0.0,1.153,3,CAPEX context +0.50; residual alpha +2.83,valuation penalty -0.13,overbought(high),2.5,,2020-07-31,-0.06020956790749998
9,2020-07-31,6196.TW,帆宣 Marketech International,facility_cleanroom,1.095,2.5,Avoid Chasing,Overbought / valuation stretched without revenue confirmation.,2.827,-0.0,0.0,-0.0,0.0,0.0,1.732,6,CAPEX context +0.50; residual alpha +2.83,valuation penalty -0.10,overbought(high); price_up_revenue_down(high),2.5,,2020-07-31,-0.05084746420124109
10,2020-07-31,2357.TW,華碩 ASUS,ai_server_assembly,1.076,2.5,Neutral,No urgency.,1.643,-0.0,-0.0,0.0,0.0,0.0,0.567,0,residual alpha +1.64,,,2.5,,2020-07-31,0.12240186656154295
11,2020-07-31,3324.TWO,雙鴻 Asia Vital Components,thermal,0.874,2.5,Neutral,No urgency.,1.082,-0.0,0.0,0.0,0.0,0.0,0.207,0,residual alpha +1.08,valuation penalty -0.06,,2.5,,2020-07-31,-0.028446531501969963
12,2020-07-31,1513.TW,中興電 Chung-Hsin Electric,power_grid_energy,0.718,2.5,Neutral,No urgency.,1.537,-0.0,-0.0,-0.0,0.0,0.0,0.82,3,residual alpha +1.54,,price_up_revenue_down(high),2.5,,2020-07-31,0.2287580777517586
13,2020-07-31,1514.TW,亞力 Allis Electric,power_grid_energy,0.336,2.5,Neutral,No urgency.,0.739,-0.0,-0.0,-0.0,0.0,0.0,0.403,0,residual alpha +0.74,,,2.5,,2020-07-31,0.3253873406988963
14,2020-07-31,2356.TW,英業達 Inventec,ai_server_assembly,0.274,2.5,Neutral,No urgency.,0.78,0.0,-0.0,0.0,0.0,0.0,0.506,0,residual alpha +0.78,,,2.5,,2020-07-31,-0.09000000383713513
15,2020-07-31,3587.TW,閎康 Materials Analysis Technology,inspection,0.204,2.5,Neutral,No urgency.,0.301,-0.0,0.0,-0.0,0.0,0.0,0.097,0,CAPEX context +0.50; residual alpha +0.30,valuation penalty -0.03,,2.5,,2020-07-31,-0.06289985862367942
16,2020-07-31,2404.TW,漢唐 United Integrated Services,facility_cleanroom,0.047,2.5,Neutral,No urgency.,0.234,0.0,-0.0,-0.0,0.0,0.0,0.188,0,CAPEX context +0.50; residual alpha +0.23,,,2.5,,2020-07-31,0.0024330368726670493
17,2020-07-31,6139.TW,亞翔工程 Acter,facility_cleanroom,-0.018,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.35,0.0,0.0,-0.0,0.0,0.0,0.368,0,CAPEX context +0.50; residual alpha +0.35,,,2.5,,2020-07-31,-0.09429590294220569
18,2020-07-31,1519.TW,華城 Hua Eng Wire,power_grid_energy,-0.022,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.344,-0.0,0.0,-0.0,0.0,0.0,0.365,0,residual alpha +0.34,valuation penalty -0.10,,2.5,,2020-07-31,0.2142857733666983
19,2020-07-31,2451.TW,創見 Transcend,memory_hbm,-0.025,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.101,-0.0,-0.0,-0.0,0.0,0.0,1.126,3,residual alpha +1.10,,revenue_not_confirmed(high),2.5,,2020-07-31,-0.001515097824499323
20,2020-07-31,1504.TW,東元 TECO,power_grid_energy,-0.074,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.986,-0.0,-0.0,-0.0,0.0,0.0,1.06,3,residual alpha +0.99,,revenue_not_confirmed(high),2.5,,2020-07-31,0.07720577894944802
21,2020-07-31,3037.TW,欣興 Unimicron,pcb_substrate,-0.167,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.545,-0.0,0.0,0.0,0.0,0.0,0.712,3,residual alpha +0.55,valuation penalty -0.01,overbought(high),2.5,,2020-07-31,0.1446346114723216
22,2020-07-31,2383.TW,台光電 Elite Material,pcb_substrate,-0.207,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.052,-0.0,-0.0,-0.0,0.0,0.0,0.154,0,,,,2.5,,2020-07-31,-0.039548151943180176
23,2020-07-31,3231.TW,緯創 Wistron,ai_server_assembly,-0.413,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.097,0.0,-0.0,0.0,0.0,0.0,0.511,0,residual alpha +0.10,,,2.5,,2020-07-31,-0.07536242695388895
24,2020-07-31,3017.TW,奇鋐 Auras Technology,thermal,-0.424,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.134,-0.0,0.0,-0.0,0.0,0.0,0.291,0,,,,2.5,,2020-07-31,0.4872883449626415
25,2020-07-31,2436.TW,偉詮電 Weltrend,semi_equipment,-0.468,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.625,0.0,-0.0,-0.0,0.0,0.0,1.093,3,CAPEX context +0.50; residual alpha +0.63,valuation penalty -0.11,valuation_extreme(high),2.5,,2020-07-31,-0.008389290150237483
26,2020-07-31,3413.TW,京鼎 KE Holdings,semi_equipment,-0.61,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.477,0.0,-0.0,-0.0,0.0,0.0,0.133,0,CAPEX context +0.50,valuation penalty -0.04,,2.5,,2020-07-31,-0.07951810252170899
27,2020-07-31,3105.TWO,穩懋 WIN Semi,semi_equipment,-0.664,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.385,-0.0,-0.0,0.0,0.0,0.0,0.279,0,CAPEX context +0.50,valuation penalty -0.07,,2.5,,2020-07-31,-0.09779178529508525
28,2020-07-31,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-0.714,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.153,-0.0,0.0,-0.0,0.0,0.0,0.867,3,residual alpha +0.15,,revenue_not_confirmed(high),2.5,,2020-07-31,-0.06524309220392566
29,2020-07-31,6271.TW,同欣電 Tong Hsing,inspection,-1.025,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.838,-0.0,-0.0,-0.0,0.0,0.0,0.187,0,CAPEX context +0.50,valuation penalty -0.05,,2.5,,2020-07-31,-0.05693937621821199
30,2020-07-31,6282.TW,康舒 ACBEL Polytech,power_grid_energy,-1.054,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.402,-0.0,-0.0,-0.0,0.0,0.0,0.652,0,,,,2.5,,2020-07-31,0.14888905732506386
31,2020-07-31,2368.TW,金像電 Gold Circuit Electronics,pcb_substrate,-1.055,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.699,0.0,0.0,0.0,0.0,0.0,0.356,0,,valuation penalty -0.09,,2.5,,2020-07-31,0.2754342799202869
32,2020-07-31,6285.TW,啟碁 Wistron NeWeb,leo_satellite,-1.056,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.698,-0.0,0.0,-0.0,0.0,0.0,0.358,0,,,,2.5,,2020-07-31,0.28304828184046094
33,2020-07-31,8358.TW,金居 Co-Tech Development,pcb_substrate,-1.168,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.094,-0.0,-0.0,-0.0,0.0,0.0,0.073,0,,valuation penalty -0.02,,2.5,,2020-07-31,-0.07654930261672033
34,2020-07-31,6442.TW,光聖 Luxnet Corp,optical_communication,-1.257,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.567,0.0,0.0,-0.0,0.0,0.0,0.689,0,,,,2.5,,2020-07-31,-0.05882379945833616
35,2020-07-31,3583.TW,辛耘 Sun Tech,semi_equipment,-1.27,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.222,-0.0,0.0,-0.0,0.0,0.0,1.492,6,CAPEX context +0.50; residual alpha +0.22,,price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-07-31,0.025728888105953862
36,2020-07-31,8299.TWO,群聯 Phison,memory_hbm,-1.363,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.845,-0.0,0.0,-0.0,0.0,0.0,0.518,0,,,,2.5,,2020-07-31,-0.05942276378150835
37,2020-07-31,5536.TW,聖暉 Acter Group,facility_cleanroom,-1.42,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.325,-0.0,-0.0,-0.0,0.0,0.0,1.095,3,CAPEX context +0.50,,revenue_not_confirmed(high),2.5,,2020-07-31,0.06493510074027697
38,2020-07-31,2313.TW,華通 Compeq Manufacturing,pcb_substrate,-1.452,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.005,-0.0,-0.0,-0.0,0.0,0.0,0.447,0,,,,2.5,,2020-07-31,-0.09999990444822193
39,2020-07-31,8046.TW,南電 Nan Ya PCB,pcb_substrate,-1.533,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.258,-0.0,0.0,0.0,0.0,0.0,1.791,6,residual alpha +0.26,valuation penalty -0.12,overbought(high); valuation_extreme(high),2.5,,2020-07-31,0.20500001544167823
